"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_SETTINGS_CLIENT_MARKET_SHOWCURRENCYDENOMS_DESC","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","Pokud je povoleno, zobrazí cenu tržní položky s všemi jejími hodnotami pod celkovou cenou v detailní sekci položky v nabídce trhu.","Wenn diese Option aktiviert ist, wird der Preis eines Marktartikels mit all seinen Stückelungen unter dem Gesamtpreis im detaillierten Artikelabschnitt des Marktmenüs angezeigt.","Включение этого параметра отображает цену рыночного товара со всеми его номиналами под общей ценой в разделе ""Подробная информации о товаре"" в меню рынка.","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","Quando abilitato mostra sotto al prezzo totale, il prezzo con tutte le denominazioni di valuta","Cuando está habilitado, muestra el precio de un artículo de mercado con todas sus denominaciones bajo el precio total en la sección detallada del artículo.","Lorsqu'il est activé, cela affiche le prix d'un article du marché avec toutes ses dénominations sous le prix total dans la section détaillée de l'article du menu du marché.","啟用後，會在市場菜單的詳細物品部分的總價下方顯示物品的所有面額價格。","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","When enabled, this displays the price of a market item with all its denominations under the total price in the detailed item section of the market menu.","启用后，这会在市场菜单的详细项目部分的总价格下显示市场项目的价格及其所有面额。",
"STR_EXPANSION_SETTINGS_CLIENT_MARKET_SKIP_CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","BESTÄTIGUNGEN DEAKTIVIEREN","ПРОПУСК ПОДТВЕРЖДЕНИЯ","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","IGNORER CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS","SKIP CONFIRMATIONS",
"STR_EXPANSION_SETTINGS_CLIENT_MARKET_SKIP_CONFIRMATIONS_DESC","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Deaktiviert die meisten Bestätigungen beim Kauf/Verkauf.","Отключает окно подтверждения при Покупке/Продаже.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Ignorer la plupart des confirmations lors de l'achat/la vente.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.","Skip most confirmations when buying/selling.",
"STR_EXPANSION_SETTINGS_CLIENT_PARTY_SHOWPARTYMEMBERHUD","SHOW GROUP HUD","SHOW GROUP HUD","ZOBRAZIT SKUPINOVÝ HUD","GRUPPEN-HUD ANZEIGEN","HUD ГРУППЫ","SHOW PARTY HUD","SHOW PARTY HUD","MOSTRA HUD GRUPPO","SHOW PARTY HUD","AFFICHER GROUPE HUD","顯示隊伍HUD","SHOW PARTY HUD","SHOW PARTY HUD","显示组队HUD",
"STR_EXPANSION_SETTINGS_CLIENT_PARTY_SHOWPARTYMEMBERHUD_DESC","Toggle the view of the Party HUD","Toggle the view of the Party HUD","Přepnout zobrazení skupinového HUD.","Schaltet die Ansicht des Gruppen-HUD um","Вкл/Выкл отображение HUD группы","Toggle the view of the Party HUD","Toggle the view of the Party HUD","Abilita / Disabilita la visione dell'HUD di gruppo","Toggle the view of the Party HUD","Basculer la vue du Groupe HUD","切換顯示隊伍HUD。","Toggle the view of the Party HUD","Toggle the view of the Party HUD","切换组队 HUD的视图",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES","VEHICLE SETTINGS","VEHICLE SETTINGS","NASTAVENÍ VOZIDEL","FAHRZEUG-EINSTELLUNGEN","НАСТРОЙКИ ВЕРТОЛЁТА","USTAWIENIA HELIKOPTERA","VEHICLE SETTINGS","IMPOSTAZIONI VEICOLO","AJUSTES DE HELICOPTERO","OPTIONS DES HÉLICOPTÈRES","車輛設置","乗物設定","OPÇÕES DE HELICÓPTERO","载具设定",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_CAMERA_DISTANCE","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","KAMERA-ENTFERNUNGS-MULT.","КАМЕРА (ДИСТАНЦИЯ МНОЖ.)","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.","CAMERA DISTANCE MULT.",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_CAMERA_DISTANCE_DESC","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplikator für die Entfernung der Verfolgerkamera zum Fahrzeug","Множитель дистанции камеры в транспортных средствах при виде от 3-его лица.","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicateur pour la distance entre la caméra de la troisième personne et le véhicule","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle","Multiplicator for the distance of the 3rd person camera to the vehicle",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_CAMERA_HEIGHT","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","KAMERA-HÖHE-MULT.","КАМЕРА (ВЫСОТА МНОЖ.)","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA MULT. HAUTEUR","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.","CAMERA HEIGHT MULT.",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_CAMERA_HEIGHT_DESC","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplikator für die Höhe der Verfolgerkamera über dem Fahrzeug","Множитель высоты камеры в транспортных средствах при виде от 3-его лица.","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicateur pour la hauteur de la caméra de la 3e personne au-dessus du véhicule","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle","Multiplicator for the height of the 3rd person camera above the vehicle",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_AUTOPILOT_RELATIVE_POSITIONING","AUTOPILOT - RELATIVE POSITIONING","AUTOPILOT - RELATIVE POSITIONING","AUTOPILOT - RELATIVNÍ POZICOVÁNÍ","AUTOPILOT - RELATIVE POSITIONING","АВТОПИЛОТ - ОТНОСИТЕЛЬНОЕ ПОЗИЦИОНИРОВАНИЕ","AUTOPILOT - POZYCJONOWANIE WZGLĘDNE","AUTOPILOT - RELATIVE POSITIONING","PILOTA AUTOMATICO - POSIZIONAMENTO RELATIVO","Piloto automatico - Posicionamiento Relativo","AUTO-PILOTE - POSTIONNEMENT RELATIF","自動駕駛 - 相對定位","AUTOPILOT - RELATIVE POSITIONING","PILOTO AUTOMÁTICO - POSICIONAMENTO RELATIVO","自动驾驶-相对定位",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_FREELOOK","FIXED CAMERA","FIXED CAMERA","FIXNÍ KAMELA","KAMERA FIXIERT","СВОБОДНЫЙ ОБЗОР","POPRAWIONA KAMERA","FIXED CAMERA","TELECAMERA FISSA","CAMARA FIJA","CAMÉRA FIXE","固定攝影機","視点切り替え","CÂMERA FIXA","视角修正",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_FREELOOK_DESC","Toggle static camera view in helicopters for a better flight control.","Toggle static camera view in helicopters for a better flight control.","Přepne statickou kameru v helikoptéře pro lepší kontrolu.","Schalte die statische Kameraansicht, für bessere fliegen, um.","Для лучшего управления полётом можно зафиксировать камеру.","Włącz statyczny widok z helipoktera dla lepszej kontroli lotów","Toggle static camera view in helicopters for a better flight control.","Abilita / Disabilita una telecamera fissa per gli elicotteri. Potrebbe facilitarne l'utilizzo","Activar camara estatica en helicopteros para un mejor control en vuelo","Bascule la caméra statique en hélicoptère pour un meilleur pilotage.","切換直升機的靜態攝影機視圖，以更好地控制飛行。","飛行をより楽に操作するために視点を切り替えられます","Ativa a câmera estática em helicópteros para um melhor controle de vôo.","静态摄像机视角能够帮助玩家更好的控制飞行。",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_CONTROL","HELICOPTER MOUSE CONTROL","HELICOPTER MOUSE CONTROL","OVLÁDÁNÍ HELIKOPTÉRY MYŠÍ","HELIKOPTER-MAUSSTEUERUNG","УПРАВЛЕНИЕ МЫШЬЮ (ВЕРТОЛЕТ)","Sterowanie Śmigłowca Myszką","HELICOPTER MOUSE CONTROL","CONTROLLA ELICOTTERO CON IL MOUSE","Control de helicoptero con ratón","CONTRÔLE DE L'HÉLICOPTÈRE À LA SOURIS","直升機滑鼠控制","HELICOPTER MOUSE CONTROL","HELICÓPTERO - CONTROLE POR MOUSE","直升机鼠标控制",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_CONTROL_DESC","Allows you to control aerial vehicles with the mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Allows you to control aerial vehicles with the mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Když je povoleno, můžete přepnout volný pohled pomocí konfigurovatelné klávesy (výchozí je LEVÝ ALT).","Ermöglicht es, Luftfahrzeuge mit der Maus zu steuern. Wenn aktiviert, kann mit einer konfigurierbaren Taste (Standard ALT LINKS) die freie Kamera umgeschaltet werden.","Позволяет управлять воздушным транспортом с помощью мыши. Если эта функция включена, вы можете переключать свободный полет с помощью настраиваемой клавиши (По умолчанию: LEFT ALT)","Umożliwia sterowanie pojazdami powietrznymi za pomocą myszy. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Allows you to control aerial vehicles with the mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Permette di controllare aerei ed elicotteri con il mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","te permite controlar el helicoptero con un ratón. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Permet de contrôler des véhicules aériens avec la souris. Lorsqu'il est activé, vous pouvez basculer en mode libre avec une touche configurable (ALT GAUCHE par défaut).","允許您使用滑鼠控制空中車輛。啟用後，您可以使用可配置的鍵（默認為左ALT鍵）切換自由視野。","Allows you to control aerial vehicles with the mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","Permite controlar veículos aéreos com o mouse. When enabled, you can toggle freelook with a configurable key (default LEFT ALT).","允许你使用鼠标操作相应载具，启用后，您可以使用可配置的键切换 freelook。（默认左边ALT）",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_HORIZONTAL","MOUSE SENSITIVITY HORIZ.","MOUSE SENSITIVITY HORIZ.","HORIZONTÁLNÍ OVLÁDÁNÍ MYŠÍ","MAUS-EMPFINDL. HORIZONTAL","ГОРИЗОНТАЛЬНОЕ УПРАВЛЕНИЕ МЫШЬЮ","HORIZONTAL MOUSE CONTROL","HORIZONTAL MOUSE CONTROL","CONTROLLO ORIZZONTALE COL MOUSE","CONTROL DE MOUSE HORIZONTAL","CONTRÔLE DE LA SOURIS HORIZONTAL","水平滑鼠控制","HORIZONTAL MOUSE CONTROL","HORIZONTAL MOUSE CONTROL","水平鼠标控制",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_HORIZONTAL_DESC","Sensibility of the horizontal axis of the mouse while flying a Helicopter","Sensibility of the horizontal axis of the mouse while flying a Helicopter","Citlivost horizontální osy myši při létání helikoptérou.","Empfindlichkeit der horizontalen Achse der Maus beim Fliegen eines Helikopters","Чувствительность горизонтальной оси мыши при полете на вертолете","Sensibility of the horizontal axis of the mouse while flying a Helicopter","Sensibility of the horizontal axis of the mouse while flying a Helicopter","Sensibilità dell'asse orizzontale usando gli elicotteri","Sensibilidad del eje horizontal del mouse al volar un helicóptero","Sensibilité de l'axe horizontal de la souris en pilotant un hélicoptère","在飛行直升機時，滑鼠水平軸的靈敏度。","Sensibility of the horizontal axis of the mouse while flying a Helicopter","Sensibility of the horizontal axis of the mouse while flying a Helicopter","飞行直升机时鼠标水平轴的灵敏度",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_VERTICAL","MOUSE SENSITIVITY VERTICAL","MOUSE SENSITIVITY VERTICAL","VERTIKÁLNÍ OVLÁDÁNÍ MYŠÍ","MAUS-EMPFINDL. VERTIKAL","ВЕРТИКАЛЬНОЕ УПРАВЛЕНИЕ МЫШЬЮ","VERTICAL MOUSE CONTROL","VERTICAL MOUSE CONTROL","CONTROLLO VERICALE COL MOUSE","CONTROL DE MOUSE VERTICAL","CONTRÔLE DE LA SOURIS VERTICALE","垂直滑鼠控制","VERTICAL MOUSE CONTROL","VERTICAL MOUSE CONTROL","垂直鼠标控制",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_MOUSE_VERTICAL_DESC","Sensibility of the vertical axis of the mouse while flying a Helicopter","Sensibility of the vertical axis of the mouse while flying a Helicopter","Citlivost vertikální osy myši při létání helikoptérou.","Empfindlichkeit der vertikalen Achse der Maus beim Fliegen eines Helikopters","Чувствительность вертикальной оси мыши при полете на вертолете","Sensibility of the vertical axis of the mouse while flying a Helicopter","Sensibility of the vertical axis of the mouse while flying a Helicopter","Sensibilità dell'asse verticale del mouse usando gli elicotteri","Sensibilidad del eje vertical del mouse al volar un helicóptero","Sensibilité de l'axe vertical de la souris en pilotant un hélicoptère","在飛行直升機時，滑鼠垂直軸的靈敏度。","Sensibility of the vertical axis of the mouse while flying a Helicopter","Sensibility of the vertical axis of the mouse while flying a Helicopter","飞行直升机时鼠标垂直轴的灵敏度",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_HELICOPTER_TURN_OFF_AUTOHOVER_DURING_FLIGHT","AUTO-HOVER OFF IN FLIGHT","AUTO-HOVER OFF IN FLIGHT","VYPNOUT AUTOMATICKÝ DRŽÁK BĚHEM LETU","AUTO-HOVER AUS BEIM FLUG","АВТОЗАВИСАНИЕ В ПОЛЕТЕ","AUTO-HOVER OFF IN FLIGHT","AUTO-HOVER OFF IN FLIGHT","Auto-Librazione OFF in volo","AUTO-HOVER OFF IN FLIGHT","VOL STATIONNAIRE OFF EN VOL","飛行中關閉自動懸停","AUTO-HOVER OFF IN FLIGHT","AUTO-HOVER OFF IN FLIGHT","飞行中自动悬停",
