"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_USRACT_CRAFT_METALBEAM_1","Craft Metal Beam (1m)","Craft Metal Beam (1m)","Vytvořit kit pro kovový trám (1m)","Metallträger (1 m) anfertigen","Сделать набор Металлической балки (1м)","Craft Metal Beam (1m)","Craft Metal Beam (1m)","Crea Trave di Metallo (1m)","Craftear tubo de metal (1m)","Construire poutre en métal (1m)","製作金屬樑（1米）","Craft Metal Beam (1m)","Craft Metal Beam (1m)","工艺金属梁（1m）",
"STR_USRACT_CRAFT_METALBEAM_15","Craft Metal Beam (1.5m)","Craft Metal Beam (1.5m)","Vytvořit kit pro kovový trám (1.5m)","Metallträger (1,5 m) anfertigen","Сделать набор Металлической балки (1.5м)","Craft Metal Beam (1.5m)","Craft Metal Beam (1.5m)","Crea Trave di Metallo (1.5m)","Craftear tubo de metal (1.5m)","Construire poutre en métal (1.5m)","製作金屬樑（1.5米）","Craft Metal Beam (1.5m)","Craft Metal Beam (1.5m)","工艺金属梁（1.5m）",
"STR_USRACT_CRAFT_METAL_FLOOR_KIT","Craft Metal Floor-Kit","Craft Metal Floor-Kit","Vytvořit kit pro kovovou podlahu","Metall-Boden-Kit herstellen","Сделать набор Металлического пола","Craft Metal Floor-Kit","Craft Metal Floor-Kit","Crea Kit per Pavimento di Metallo","Kit de crafteo para suelo de metal","Construire kit de sol en métal","製作金屬地板套件","Craft Metal Floor-Kit","Craft Metal Floor-Kit","制作金属地板套件",
"STR_USRACT_CRAFT_METAL_FOUNDATION_KIT","Craft Metal Foundation-Kit","Craft Metal Foundation-Kit","Vytvořit kit pro kovový základ","Metall-Fundament-Kit herstellen","Сделать набор Металлического фундамента","Craft Metal Foundation-Kit","Craft Metal Foundation-Kit","Crea Kit per Fondamenta di Metallo","Kit de crafteo para base de metal","Construire kit de fondation en métal","製作金屬基礎套件","Craft Metal Foundation-Kit","Craft Metal Foundation-Kit","制作金属地基套件",
"STR_USRACT_CRAFT_METAL_PILLAR_KIT","Craft Metal Pillar-Kit","Craft Metal Pillar-Kit","Vytvořit kit pro kovový sloup","Metall-Säulen-Kit herstellen","Сделать набор Металлического столба","Craft Metal Pillar-Kit","Craft Metal Pillar-Kit","Crea Kit per Colonna di Metallo","Kit de crafteo para pilar de metal","Construire kit de pillier en métal","製作金屬柱套件","Craft Metal Pillar-Kit","Craft Metal Pillar-Kit","制作金属柱体套件",
"STR_USRACT_CRAFT_METAL_RAMP_KIT","Craft Metal Ramp-Kit","Craft Metal Ramp-Kit","Vytvořit kit pro kovový nájezd","Metall-Rampen-Kit herstellen","Сделать набор Металлической рампы","Craft Metal Ramp-Kit","Craft Metal Ramp-Kit","Crea Kit per Rampa di Metallo","Kit de crafteo para rampa de metal","Construire kit de rampe en métal","製作金屬坡道套件","Craft Metal Ramp-Kit","Craft Metal Ramp-Kit","制作金属坡道套件",
"STR_USRACT_CRAFT_METAL_STAIRS_KIT","Craft Metal Stairs-Kit","Craft Metal Stairs-Kit","Vytvořit kit pro kovové schody","Metall-Treppen-Kit herstellen","Сделать набор Металлической лестницы","Craft Metal Stairs-Kit","Craft Metal Stairs-Kit","Crea Kit per Scala di Metallo","Kit de crafteo para escaleras de metal","Construire kit d'escaliers en métal","製作金屬樓梯套件","Craft Metal Stairs-Kit","Craft Metal Stairs-Kit","制作金属楼梯套件",
"STR_USRACT_CRAFT_METAL_WALL_KIT","Craft Metal Wall-Kit","Craft Metal Wall-Kit","Vytvořit kit pro kovovou zeď","Metall-Wand-Kit herstellen","Сделать набор Металлической стены","Craft Metal Wall-Kit","Craft Metal Wall-Kit","Crea Kit per Muro di Metallo","Kit de crafteo para pared de metal","Construire kit de mur en métal","製作金屬牆套件","Craft Metal Wall-Kit","Craft Metal Wall-Kit","制作金属墙壁套件",
"STR_USRACT_CRAFT_PILLAR_KIT","Craft Pillar-Kit","Craft Pillar-Kit","Vytvořit kit na sloup","Säulen-Set herstellen","Сделать набор Столба","Craft Pillar-Kit","Craft Pillar-Kit","Crea Kit-Pillar","Kit de crafteo de pilar","Construire kit de pillier","製作柱套件","Craft Pillar-Kit","Montar Coluna","工艺支柱套件",
"STR_USRACT_CRAFT_RAMP_KIT","Craft Ramp-Kit","Craft Ramp-Kit","Vytvořit kit na rampu","Rampen-Set herstellen","Сделать набор Рампы","Craft Ramp-Kit","Craft Ramp-Kit","Crea Kit-Rampa","Kit de crafteo de rampa","Construire kit de rampe","製作坡道套件","Craft Ramp-Kit","Montar Rampa","工艺坡道套件",
"STR_USRACT_CRAFT_ROOF_KIT","Craft Roof-Kit","Craft Roof-Kit","Vytvořit kit na střechu","Dach-Set herstellen","Сделать набор изготовления Крыши","Craft Roof-Kit","Craft Roof-Kit","Crea Kit Tetto","Kit de crafteo de techo","Construire kit de toit","製作屋頂套件","Craft Roof-Kit","Craft Roof-Kit","工艺屋顶套件",
"STR_USRACT_CRAFT_STAIRS_KIT","Craft Stairs-Kit","Craft Stairs-Kit","Vytvořit kit na schody","Treppen-Set herstellen","Сделать набор Лестницы","Craft Stairs-Kit","Craft Stairs-Kit","Crea Kit-Scale","Kit de crafteo de escaleras","Construire kit d'escaliers","製作樓梯套件","Craft Stairs-Kit","Montar Escada","工艺楼梯套件",
"STR_USRACT_CRAFT_WALL_KIT","Craft Wall-Kit","Craft Wall-Kit","Vytvořit kit na zeď","Wand-Set herstellen","Сделать набор Стены","Craft Wall-Kit","Craft Wall-Kit","Crea Kit-Muro","Kit de crafteo de pared","Construire kit de mur","製作牆套件","Craft Wall-Kit","Montar Parede","工艺墙套件",
"STR_USRACT_CRAFT_WOOD_FLOOR_KIT","Craft Wood Floor-Kit","Craft Wood Floor-Kit","Vytvořit kit pro dřevěnou podlahu","Holz-Boden-Kit herstellen","Сделать набор Деревянного пола","Craft Wood Floor-Kit","Craft Wood Floor-Kit","Crea Kit per Pavimento di Legno","Kit de crafteo de base de madera para el suelo","Construire kit de sol en bois","製作木地板套件","Craft Wood Floor-Kit","Craft Wood Floor-Kit","制作木地板套件",
"STR_USRACT_CRAFT_WOOD_FOUNDATION_KIT","Craft Wood Foundation-Kit","Craft Wood Foundation-Kit","Vytvořit kit pro dřevěný základ","Holz-Fundament-Kit herstellen","Сделать набор Деревянного фундамента","Craft Wood Foundation-Kit","Craft Wood Foundation-Kit","Crea Kit per Fondamenta di Legno","Kit de crafteo de base de madera","Construire kit de fondation en bois","製作木基礎套件","Craft Wood Foundation-Kit","Craft Wood Foundation-Kit","制作木地板地基套件",
"STR_USRACT_CRAFT_WOOD_PILLAR_KIT","Craft Wood Pillar-Kit","Craft Wood Pillar-Kit","Vytvořit kit pro dřevěný sloup","Holz-Säulen-Kit herstellen","Сделать набор Деревянного столба","Craft Wood Pillar-Kit","Craft Wood Pillar-Kit","Crea Kit per Colonna di Legno","Kit de crafteo para pilar de madera","Construire kit de pillier en bois","製作木柱套件","Craft Wood Pillar-Kit","Craft Wood Pillar-Kit","制作木柱体套件",
"STR_USRACT_CRAFT_WOOD_RAMP_KIT","Craft Wood Ramp-Kit","Craft Wood Ramp-Kit","Vytvořit kit pro dřevěný nájezd","Holz-Rampen-Kit herstellen","Сделать набор Деревянной рампы","Craft Wood Ramp-Kit","Craft Wood Ramp-Kit","Crea Kit per Rampa di Legno","Kit de crafteo para rampa de madera","Construire kit de rampe en bois","製作木坡道套件","Craft Wood Ramp-Kit","Craft Wood Ramp-Kit","制作木坡道套件",
"STR_USRACT_CRAFT_WOOD_STAIRS_KIT","Craft Wood Stairs-Kit","Craft Wood Stairs-Kit","Vytvořit kit pro dřevěné schody","Holz-Treppen-Kit herstellen","Сделать набор Деревянной лестницы","Craft Wood Stairs-Kit","Craft Wood Stairs-Kit","Crea Kit per Scala di Legno","Kit de crafteo para escaleras de madera","Construire kit d'escaliers en bois","製作木樓梯套件","Craft Wood Stairs-Kit","Craft Wood Stairs-Kit","制作木楼梯套件",
"STR_USRACT_CRAFT_WOOD_WALL_KIT","Craft Wood Wall-Kit","Craft Wood Wall-Kit","Vytvořit kit pro dřevěnou zeď","Holz-Wand-Kit herstellen","Сделать набор Деревянной стены","Craft Wood Wall-Kit","Craft Wood Wall-Kit","Crea Kit per Muro di Legno","Kit de crafteo para muro de madera","Construire kit de mur en bois","製作木牆套件","Craft Wood Wall-Kit","Craft Wood Wall-Kit","制作木墙面套件",
